,question,answer,label,explanation
3208,Onum Lake has 25 more trout than Boast Pool.   There are 75 fish in Boast Pool.  Riddle Pond has half as many fish as Onum Lake.  What is the average number of fish in all three bodies of water?,"Onum lake has 25 trout + 75 = <<25+75=100>>100 fish.
Riddle Pond has 1/2 * 100 fish in Onum lake = <<1/2*100=50>>50 fish.
Combined the three bodies of water have 100 fish + 50 fish + 75 fish = <<100+50+75=225>>225 fish.
The average number of fish in the bodies of water is 225 fish / 3 = <<225/3=75>>75 fish.
#### 75",75,"Onum lake has 25 trout + 75 = <<25+75=100>>100 fish.
Riddle Pond has 1/2 * 100 fish in Onum lake = <<1/2*100=50>>50 fish.
Combined the three bodies of water have 100 fish + 50 fish + 75 fish = <<100+50+75=225>>225 fish.
The average number of fish in the bodies of water is 225 fish / 3 = <<225/3=75>>75 fish.
"
3209,James buys 10 shirts and half as many pants.  The shirts cost $6 each and the pants cost $8 each.  How much did everything cost?,"He bought 10/2=<<10/2=5>>5 pants
The shirts cost a total of 10*6=$<<10*6=60>>60
The pants cost 8*5=$<<8*5=40>>40
So the total cost was 60+40=$<<60+40=100>>100
#### 100",100,"He bought 10/2=<<10/2=5>>5 pants
The shirts cost a total of 10*6=$<<10*6=60>>60
The pants cost 8*5=$<<8*5=40>>40
So the total cost was 60+40=$<<60+40=100>>100
"
3210,"Movie tickets cost $5 each on a Monday, twice as much on a Wednesday, and five times as much as Monday on a Saturday. If Glenn goes to the movie theater on Wednesday and Saturday, how much does he spend?","He spends 5*2=$<<5*2=10>>10 on Wednesday to pay for a movie ticket.
He spends 5*5=$<<5*5=25>>25 on Saturday to pay for a movie ticket.
He spends a total of 10+25=$<<10+25=35>>35.
#### 35",35,"He spends 5*2=$<<5*2=10>>10 on Wednesday to pay for a movie ticket.
He spends 5*5=$<<5*5=25>>25 on Saturday to pay for a movie ticket.
He spends a total of 10+25=$<<10+25=35>>35.
"
3211,"Allison, a YouTuber, uploads 10 one-hour videos of food reviews each day to her channel. She uploaded videos halfway through June,  at that pace,  and then doubled the number of video hours she uploaded on the remaining days. What's the total number of video hours she has uploaded at the end of the month?","Since June has 30 days, halfway is 1/2*30 = <<1/2*30=15>>15
The total number of video hours halfway through June is 10*15 = <<10*15=150>>150
When she doubled the number of video hours, the total per day became 10*2 = <<10*2=20>>20
The total number of video hours for the remaining days is 15*20 = <<15*20=300>>300
The total number of video hours for the whole month is 300+150 = <<300+150=450>>450
#### 450",450,"Since June has 30 days, halfway is 1/2*30 = <<1/2*30=15>>15
The total number of video hours halfway through June is 10*15 = <<10*15=150>>150
When she doubled the number of video hours, the total per day became 10*2 = <<10*2=20>>20
The total number of video hours for the remaining days is 15*20 = <<15*20=300>>300
The total number of video hours for the whole month is 300+150 = <<300+150=450>>450
"
3212,"A hot dog stand sells 10 hot dogs every hour, each one selling for $2.  How many hours does the stand need to run to make $200 in sales?","First, we find out how much in sales the stand makes each hour by multiplying the number of hot dogs sold by the sales price, finding that 2*10=<<2*10=20>>20 dollars in sales each hour.
Then we divide the sales goal for the day by the sales per hour, finding that the stand needs to be open for 200/20= <<200/20=10>>10 hours to hit its sales goal.
#### 10",10,"First, we find out how much in sales the stand makes each hour by multiplying the number of hot dogs sold by the sales price, finding that 2*10=<<2*10=20>>20 dollars in sales each hour.
Then we divide the sales goal for the day by the sales per hour, finding that the stand needs to be open for 200/20= <<200/20=10>>10 hours to hit its sales goal.
"
3213,Françoise sells pots of lily of the valley to fund humanitarian work. She buys them at €12 each and sells them at a 25% higher cost. How much will she give back to the association by selling 150 pots of lily of the valley?,"The benefit of selling one pot is 12 * 25 / 100 = €<<12*25/100=3>>3.
So, Françoise will give 150 * €3 = €<<150*3=450>>450 to the association.
#### 450",450,"The benefit of selling one pot is 12 * 25 / 100 = €<<12*25/100=3>>3.
So, Françoise will give 150 * €3 = €<<150*3=450>>450 to the association.
"
3214,Tamia is making dinner. She is using 5 bell peppers to make her meal. She likes to have a variety of sizes so some will melt and some will be thick enough to eat whole. First she cuts each bell pepper into 20 large slices. Then she takes half those slices and cuts them into 3 smaller pieces each. How many slices and pieces of bell pepper total is Tamia going to add to her meal?,"First, Tamia cuts the 5 bell peppers into 20 slices each, 5 x 20 = <<5*20=100>>100 slices.
Then, she takes 1/2 of those to cut into smaller pieces, 100 / 2 = <<100/2=50>>50 slices to cut smaller.
Tamia takes each of those 50 slices and cuts them into 3 pieces each, 50 x 3 = <<50*3=150>>150.
Tamia is adding 50 slices + 150 smaller pieces = <<50+150=200>>200 pieces of bell pepper added to her meal.
#### 200",200,"First, Tamia cuts the 5 bell peppers into 20 slices each, 5 x 20 = <<5*20=100>>100 slices.
Then, she takes 1/2 of those to cut into smaller pieces, 100 / 2 = <<100/2=50>>50 slices to cut smaller.
Tamia takes each of those 50 slices and cuts them into 3 pieces each, 50 x 3 = <<50*3=150>>150.
Tamia is adding 50 slices + 150 smaller pieces = <<50+150=200>>200 pieces of bell pepper added to her meal.
"
3215,"Jake is from a conservative household so during lunch at school one day, he gave one-quarter of his feeding allowance to a hungry friend. If candies cost 20 cents apiece and Jake's feeding allowance is $4, how many candies can his friend purchase with the money Jake gave to him?","One quarter of $4 is (1/4)*$4 = $<<(1/4)*4=1>>1
$1 is equivalent to 100 cents
20 cents will buy 1 candy so 100 cents will buy 100/20 = <<100/20=5>>5 candies
#### 5",5,"One quarter of $4 is (1/4)*$4 = $<<(1/4)*4=1>>1
$1 is equivalent to 100 cents
20 cents will buy 1 candy so 100 cents will buy 100/20 = <<100/20=5>>5 candies
"
3216,"Tate has 32 tickets for a particular game. He then buys two more tickets for the game. His friend Peyton, who has half as many total tickets, drives with him to the game. How many tickets do Tate and Peyton have together?","When Tate bought 2 more tickets, the total number of tickets he has increased to 32+2 = <<32+2=34>>34 tickets.
Peyton has half as many tickets, meaning he has 1/2*34 = 17 tickets.
Together, they have 34+17 = <<34+17=51>>51 tickets.
#### 51",51,"When Tate bought 2 more tickets, the total number of tickets he has increased to 32+2 = <<32+2=34>>34 tickets.
Peyton has half as many tickets, meaning he has 1/2*34 = 17 tickets.
Together, they have 34+17 = <<34+17=51>>51 tickets.
"
3217,James orders an 8 piece pizza.  His friend eats 2 slices and James eats half of what is left.  How many slices does James eat?,"There are 8-2=<<8-2=6>>6 slices left after his friend eats some slices
That means So he eats 6/2=<<6/2=3>>3 slices
#### 3",3,"There are 8-2=<<8-2=6>>6 slices left after his friend eats some slices
That means So he eats 6/2=<<6/2=3>>3 slices
"
3218,"The number of trees is three times more than the number of stones in the courtyard. There are also twice as many birds in the trees as the combined number of trees and stones in the yard. If the number of stones is 40, how many birds are in the trees?","The number of trees is three times more than the number of rocks, meaning there are 3*40 = <<3*40=120>>120 more trees than rocks in the courtyard.
The total number of trees in the yard is 120+40 = <<120+40=160>>160
Combined, there are 160+40 = <<160+40=200>>200 trees and stones in the courtyard.
Since the number of birds is twice the combined number of trees and stones in the courtyard, there are 2*200 =<<2*200=400>>400 birds on the trees.
#### 400",400,"The number of trees is three times more than the number of rocks, meaning there are 3*40 = <<3*40=120>>120 more trees than rocks in the courtyard.
The total number of trees in the yard is 120+40 = <<120+40=160>>160
Combined, there are 160+40 = <<160+40=200>>200 trees and stones in the courtyard.
Since the number of birds is twice the combined number of trees and stones in the courtyard, there are 2*200 =<<2*200=400>>400 birds on the trees.
"
3219,John buys 3 puzzles.  The first puzzle has 1000 pieces.  The second and third puzzles have the same number of pieces and each has 50% more pieces.  How many total pieces are all the puzzles?,"The second puzzle has 1000*.5=<<1000*.5=500>>500 more pieces than the first
So it has 1000+500=<<1000+500=1500>>1500 total pieces
That means those two puzzles have 1500*2=<<1500*2=3000>>3000 pieces
So in total there were 3000+1000=<<3000+1000=4000>>4000 pieces
#### 4000",4000,"The second puzzle has 1000*.5=<<1000*.5=500>>500 more pieces than the first
So it has 1000+500=<<1000+500=1500>>1500 total pieces
That means those two puzzles have 1500*2=<<1500*2=3000>>3000 pieces
So in total there were 3000+1000=<<3000+1000=4000>>4000 pieces
"
3220,Hayden has a tank with a small hole in the bottom. The tank starts with 40 gallons of water. It loses 2 gallons of water per hour. Hayden does not add any water for the first two hours. He adds 1 gallon of water to the tank in hour three. He adds three gallons of water to the tank in the fourth hour. How much water is left in the tank at the end of the fourth hour?,"Over the four hours, the tank loses 2 * 4 = <<2*4=8>>8 gallons of water.
Hayden adds a total of 1 + 3 = <<1+3=4>>4 gallons of water.
At the end of the four hours, there is 40 - 8 + 4 = <<40-8+4=36>>36 gallons of water left in the tank.
#### 36",36,"Over the four hours, the tank loses 2 * 4 = <<2*4=8>>8 gallons of water.
Hayden adds a total of 1 + 3 = <<1+3=4>>4 gallons of water.
At the end of the four hours, there is 40 - 8 + 4 = <<40-8+4=36>>36 gallons of water left in the tank.
"
3221,Ava planted 9 apple trees in her backyard. That's 3 more than Lily planted in her backyard. How many apple trees did they plant in their backyards collectively?,"Lily planted 9-3 = <<9-3=6>>6 apple trees in her backyard.
They planted 9+6 = <<9+6=15>>15 apple trees in their backyards collectively.
#### 15",15,"Lily planted 9-3 = <<9-3=6>>6 apple trees in her backyard.
They planted 9+6 = <<9+6=15>>15 apple trees in their backyards collectively.
"
3222,"Jenny makes and freezes pans of lasagna all week so she can sell them at the market on the weekend.  It costs Jenny $10.00 in ingredients to make 1 pan of lasagna.  If she makes and sells 20 pans over the weekend at $25.00 apiece, how much does she make after factoring in expenses?","Each pan costs $10.00 to make so for 20 pans, it will cost 10*20 = $<<10*20=200.00>>200.00
She sells each of the 20 pans for $25.00 each so she will make 20*25 = $<<20*25=500.00>>500.00
She makes $500.00 and spent $200.00 on ingredients so she makes 500-200 = $<<500-200=300.00>>300.00
#### 300",300,"Each pan costs $10.00 to make so for 20 pans, it will cost 10*20 = $<<10*20=200.00>>200.00
She sells each of the 20 pans for $25.00 each so she will make 20*25 = $<<20*25=500.00>>500.00
She makes $500.00 and spent $200.00 on ingredients so she makes 500-200 = $<<500-200=300.00>>300.00
"
3223,"James runs a TV show and there are 5 main characters and 4 minor characters.  He pays the minor characters $15,000 each episode.  He paid the major characters three times as much.  How much does he pay per episode?","He pays the minor characters 15000*4=$<<15000*4=60000>>60,000
The major characters each get 15000*3=$<<15000*3=45000>>45,000
So he pays the main characters 45,000*5=$<<45000*5=225000>>225,000
So in total he pays 225,000+60,000=$<<225000+60000=285000>>285,000
#### 285,000",285000,"He pays the minor characters 15000*4=$<<15000*4=60000>>60,000
The major characters each get 15000*3=$<<15000*3=45000>>45,000
So he pays the main characters 45,000*5=$<<45000*5=225000>>225,000
So in total he pays 225,000+60,000=$<<225000+60000=285000>>285,000
"
3224,"A park warden has issued 24 citations over the past three hours. He issued the same number for littering as he did for off-leash dogs, and he issued double the number of other citations for parking fines. How many littering citations did the warden issue?","Let L be the number of littering citations the warden issued.
He issued 2L citations for littering and off-leash dogs, and 2 * 2L = <<2*2=4>>4L citations for parking fines.
In all, he issued 2L + 4L = 6L = 24 citations.
Thus, he issued L = 24 / 6 = <<24/6=4>>4 citations for littering.
#### 4",4,"Let L be the number of littering citations the warden issued.
He issued 2L citations for littering and off-leash dogs, and 2 * 2L = <<2*2=4>>4L citations for parking fines.
In all, he issued 2L + 4L = 6L = 24 citations.
Thus, he issued L = 24 / 6 = <<24/6=4>>4 citations for littering.
"
3225,"Willie came back from Europe with 70 euros. Normally 5 euros is worth 1 dollar, but the money exchange at the airport will only give Willie 5/7ths of the official exchange rate. How many dollars does Willie get?","First first out how many euros Willie should have gotten using the official exchange rate: 70 euros / 5 euros/dollar = $<<70/5=14>>14
Then multiply this quantity by 5/7 to find how many dollars he actually got: 14 dollars * 5/7 = $2 * 5= $10
#### 10",10,"First first out how many euros Willie should have gotten using the official exchange rate: 70 euros / 5 euros/dollar = $<<70/5=14>>14
Then multiply this quantity by 5/7 to find how many dollars he actually got: 14 dollars * 5/7 = $2 * 5= $10
"
3226,Tim and Donna will celebrate their 20th wedding anniversary in 2025.  They started dating 3 years before they got married and met 2 years before that.  When did they meet?,"They'll celebrate their 20th wedding anniversary in 2025 which means they got married in 2025-20 = <<2025-20=2005>>2005
They started dating 3 years before they got married in 2005 which means they started dating in 2005-3 = 2002
And they met 2 years before they started dating which means they met in 2002-2 = 2000
#### 2000",2000,"They'll celebrate their 20th wedding anniversary in 2025 which means they got married in 2025-20 = <<2025-20=2005>>2005
They started dating 3 years before they got married in 2005 which means they started dating in 2005-3 = 2002
And they met 2 years before they started dating which means they met in 2002-2 = 2000
"
3227,James drives 30 mph for half an hour and then twice as long for twice the speed.  How far did he drive in total?,"His first drive was 30*.5=<<30*.5=15>>15 miles
The next leg was .5*2=<<.5*2=1>>1 hour
The speed of the trip was 30*2=<<30*2=60>>60 mph
So he drove 60*1=<<60=60>>60 miles
So in total he drove 60+15=<<60+15=75>>75 miles
#### 75",75,"His first drive was 30*.5=<<30*.5=15>>15 miles
The next leg was .5*2=<<.5*2=1>>1 hour
The speed of the trip was 30*2=<<30*2=60>>60 mph
So he drove 60*1=<<60=60>>60 miles
So in total he drove 60+15=<<60+15=75>>75 miles
"
3228,"Grandpa Lou enjoys watching movies on the Hallmark channel, where every movie lasts 90 minutes.  If, on Tuesday, he watched several full-length movies on the Hallmark channel for a total of 4 hours and 30 minutes, and then on Wednesday he watched on the same channel twice as many movies as he did on Tuesday.  What is the maximum number of full-length movies Grandpa could have watched during these two days?","4 hours and 30 minutes is the same as 4*60+30=<<4*60+30=270>>270 minutes.
At 90 minutes per movie, Grandpa could watch a total of 270/90=<<270/90=3>>3 entire movies in 4 hours and 30 minutes.
On Wednesday, he watched 2*3=<<2*3=6>>6 movies.
Thus, during these two days, he could have watched as many as 3+6=<<3+6=9>>9 movies.
#### 9",9,"4 hours and 30 minutes is the same as 4*60+30=<<4*60+30=270>>270 minutes.
At 90 minutes per movie, Grandpa could watch a total of 270/90=<<270/90=3>>3 entire movies in 4 hours and 30 minutes.
On Wednesday, he watched 2*3=<<2*3=6>>6 movies.
Thus, during these two days, he could have watched as many as 3+6=<<3+6=9>>9 movies.
"
3229,"Mary is paying her monthly garbage bill for a month with exactly four weeks. The garbage company charges Mary $10 per trash bin and $5 per recycling bin every week, and Mary has 2 trash bins and 1 recycling bin. They're giving her an 18% discount on the whole bill before fines for being elderly, but also charging her a $20 fine for putting inappropriate items in a recycling bin. How much is Mary's garbage bill?","First find how much Mary pays weekly for the trash bins: $10/trash bin * 2 trash bins = $<<10*2=20>>20
Then add this to the cost of the recycling bin: $20 + $5 = $<<20+5=25>>25
Then multiply the week cost by the number of weeks per month to find the monthly cost: $25/week * 4 weeks/month = $<<25*4=100>>100/month
Now calculate Mary's senior discount: 18% * $100 = $<<18*.01*100=18>>18
Now subtract the discount and add the fine to find the total monthly cost: $100 - $18 + $20 = $<<100-18+20=102>>102
#### 102",102,"First find how much Mary pays weekly for the trash bins: $10/trash bin * 2 trash bins = $<<10*2=20>>20
Then add this to the cost of the recycling bin: $20 + $5 = $<<20+5=25>>25
Then multiply the week cost by the number of weeks per month to find the monthly cost: $25/week * 4 weeks/month = $<<25*4=100>>100/month
Now calculate Mary's senior discount: 18% * $100 = $<<18*.01*100=18>>18
Now subtract the discount and add the fine to find the total monthly cost: $100 - $18 + $20 = $<<100-18+20=102>>102
"
3230,Marion’s bike cost $356. Stephanie’s bike is worth twice as much. What is the total price of their bikes?,"Stephanie's bike costs $356 * 2 = $<<356*2=712>>712.
So, their bikes cost $356 + $712 = $<<356+712=1068>>1068 in total.
#### 1068",1068,"Stephanie's bike costs $356 * 2 = $<<356*2=712>>712.
So, their bikes cost $356 + $712 = $<<356+712=1068>>1068 in total.
"
3231,"Lisa has 18 more dresses than Ana. If the number of their dresses combined is 48, how many dresses does Ana have?","If Lisa's surplus of 18 dresses is taken away from the total, they will have 48-18 = <<48-18=30>>30 dresses in total
They would each have the same number of dresses from these 30 i.e. 30/2 = <<30/2=15>>15 dresses which is the number of dresses that Ana actually has.
#### 15",15,"If Lisa's surplus of 18 dresses is taken away from the total, they will have 48-18 = <<48-18=30>>30 dresses in total
They would each have the same number of dresses from these 30 i.e. 30/2 = <<30/2=15>>15 dresses which is the number of dresses that Ana actually has.
"
3232,"Samantha, Aira, and Joe received 6 rubber bands each after they divided their bands equally.  If Samantha had 5 more bands than Aira and Aira had 1 fewer band than Joe, how many rubber bands did Aira have?","Samantha, Aira, and Joe have 6 x 3 = <<6*3=18>>18 rubber bands altogether.
If we let x be the number of bands that Aira had, then Samantha had x + 5.
Since Aira had 1 fewer band than Joe, then Joe had x + 1.
Since the total number of bands is 18, then the equation is x + (x + 5) + (x + 1) = 18.
By simplifying the left side of the equation, we have 3x + 6 = <<3*+6=18>>18.
Putting all the constant terms on the right side gives 3x = 12.
So the value of x is 12/3 = 4. Hence, Aira had 4 rubber bands.
#### 4",4,"Samantha, Aira, and Joe have 6 x 3 = <<6*3=18>>18 rubber bands altogether.
If we let x be the number of bands that Aira had, then Samantha had x + 5.
Since Aira had 1 fewer band than Joe, then Joe had x + 1.
Since the total number of bands is 18, then the equation is x + (x + 5) + (x + 1) = 18.
By simplifying the left side of the equation, we have 3x + 6 = <<3*+6=18>>18.
Putting all the constant terms on the right side gives 3x = 12.
So the value of x is 12/3 = 4. Hence, Aira had 4 rubber bands.
"
3233,"Casey takes 6 hours to complete a marathon race, while Zendaya takes 1/3 times longer to cover the same distance. What is the average time the two take to complete to race?","Zendaya takes 1/3 * 6 hours = <<1/3*6=2>>2 hours longer to complete the marathon.
To complete the marathon, Zendaya takes 6 hours + 2 hours = <<6+2=8>>8 hours
The combined time the two take to complete the marathon is 8 hours + 6 hours = <<8+6=14>>14 hours
The average number of hours Casey and Zendaya take to complete the marathon is 14 hours / 2 people = <<14/2=7>>7 hours/person.
#### 7",7,"Zendaya takes 1/3 * 6 hours = <<1/3*6=2>>2 hours longer to complete the marathon.
To complete the marathon, Zendaya takes 6 hours + 2 hours = <<6+2=8>>8 hours
The combined time the two take to complete the marathon is 8 hours + 6 hours = <<8+6=14>>14 hours
The average number of hours Casey and Zendaya take to complete the marathon is 14 hours / 2 people = <<14/2=7>>7 hours/person.
"
3234,Mark just got a new puppy that cost $10. He also bought enough food for 3 weeks. He knows the puppy eats 1/3 cup of food a day. A bag of food with 3.5 cups costs $2. How much did all of this cost him?,"He needs food for 21 days because 3 x 7 = <<3*7=21>>21
The puppy will eat 7 cups of food because 21 x (1/3) = <<21*(1/3)=7>>7
He needs 2 bags of food because 7 / 3.5 = <<7/3.5=2>>2
The food will cost him $4 because 2 x 2 = <<2*2=4>>4
It will cost $14 in total because 10 + 4 = <<10+4=14>>14
#### 14",14,"He needs food for 21 days because 3 x 7 = <<3*7=21>>21
The puppy will eat 7 cups of food because 21 x (1/3) = <<21*(1/3)=7>>7
He needs 2 bags of food because 7 / 3.5 = <<7/3.5=2>>2
The food will cost him $4 because 2 x 2 = <<2*2=4>>4
It will cost $14 in total because 10 + 4 = <<10+4=14>>14
"
3235,"Janice can type 6 sentences per minute. Today at work, Janice continued working on a paper she started typing yesterday. She typed for 20 minutes, took a break, and typed 15 minutes longer. She then had to erase 40 sentences she had typed incorrectly. After a meeting, she typed for 18 minutes more. In all, the paper had 536 sentences by the end of today. How many sentences did she start with today?","Janice had X sentences from yesterday already typed to start with today.
Janice typed 6 * 20 = <<6*20=120>>120 sentences before her break.
She typed 6 * 15 = <<6*15=90>>90 sentences after her break.
She typed 6 * 18 = <<6*18=108>>108 sentences after her meeting.
Therefore, she typed 120 + 90 + 108 = <<120+90+108=318>>318 sentences today in all.
She had to erase 40 sentences, so she had 318 - 40 = <<318-40=278>>278 sentences that she typed today left.
The paper had X + 278 = 536 sentences at the end of today.
Thus, she had X = 536 - 278 = <<536-278=258>>258 sentences typed on the paper to start with today.
#### 258",258,"Janice had X sentences from yesterday already typed to start with today.
Janice typed 6 * 20 = <<6*20=120>>120 sentences before her break.
She typed 6 * 15 = <<6*15=90>>90 sentences after her break.
She typed 6 * 18 = <<6*18=108>>108 sentences after her meeting.
Therefore, she typed 120 + 90 + 108 = <<120+90+108=318>>318 sentences today in all.
She had to erase 40 sentences, so she had 318 - 40 = <<318-40=278>>278 sentences that she typed today left.
The paper had X + 278 = 536 sentences at the end of today.
Thus, she had X = 536 - 278 = <<536-278=258>>258 sentences typed on the paper to start with today.
"
3236,Norma takes her clothes to the laundry. She leaves 9 T-shirts and twice as many sweaters as T-shirts in the washer. When she returns she finds 3 sweaters and triple the number of T-shirts. How many items are missing?,"Norma left 9 T-shirts And twice as many sweaters, she took 9 * 2= <<9*2=18>>18 sweaters
Adding the T-shirts and sweaters, Norma left 9 + 18 = <<9+18=27>>27 clothes
When she came back, she found 3 sweaters And triple the number of T-shirts, she found 3 * 3 = <<3*3=9>>9 T-shirts
Adding the T-shirts and sweaters, Norma found 3 + 9 = <<3+9=12>>12 clothes
Subtracting the clothes she left from the clothes she found, 27 - 12 = <<27-12=15>>15 clothes are missing
#### 15",15,"Norma left 9 T-shirts And twice as many sweaters, she took 9 * 2= <<9*2=18>>18 sweaters
Adding the T-shirts and sweaters, Norma left 9 + 18 = <<9+18=27>>27 clothes
When she came back, she found 3 sweaters And triple the number of T-shirts, she found 3 * 3 = <<3*3=9>>9 T-shirts
Adding the T-shirts and sweaters, Norma found 3 + 9 = <<3+9=12>>12 clothes
Subtracting the clothes she left from the clothes she found, 27 - 12 = <<27-12=15>>15 clothes are missing
"
3237,"Three builders build a single floor of a house in 30 days. If each builder is paid $100 for a single day’s work, how much would it cost to hire 6 builders to build 5 houses with 6 floors each?","6 builders can build a single floor 6 builders / 3 builders = <<6/3=2>>2 times as fast as 3 builders.
Thus 6 builders would build a single floor in 30 days / 2 = 15 days
There are 5 hours x 6 floors/house = <<5*6=30>>30 floors in total in 5 houses with 6 floors each.
Therefore 6 builders would complete the project in 15 days/floor x 30 floors = 450 days.
It would cost 450 days x $100/day/builder * 6 builders = $<<450*100*6=270000>>270000 to complete the project
#### 270000",270000,"6 builders can build a single floor 6 builders / 3 builders = <<6/3=2>>2 times as fast as 3 builders.
Thus 6 builders would build a single floor in 30 days / 2 = 15 days
There are 5 hours x 6 floors/house = <<5*6=30>>30 floors in total in 5 houses with 6 floors each.
Therefore 6 builders would complete the project in 15 days/floor x 30 floors = 450 days.
It would cost 450 days x $100/day/builder * 6 builders = $<<450*100*6=270000>>270000 to complete the project
"
3238,"Out of the 200 apples in an orchard, 40 percent were rotten. Also, 70 percent of the rotten apples smelled. How many rotten apples in the orchard did not smell?","The number of apples in the orchard which were rotten is 40/100*200 = <<40/100*200=80>>80
Out of the 80 rotten apples, 70/100*80 = <<70/100*80=56>>56 were smelling.
The number of rotten apples in the orchard which were not smelling is 80-56 = <<80-56=24>>24
#### 24",24,"The number of apples in the orchard which were rotten is 40/100*200 = <<40/100*200=80>>80
Out of the 80 rotten apples, 70/100*80 = <<70/100*80=56>>56 were smelling.
The number of rotten apples in the orchard which were not smelling is 80-56 = <<80-56=24>>24
"
3239,Nine hundred tickets were sold to a concert. Three-fourths of those who bought the ticket came before the start of the concert. Five-ninths of the remaining came few minutes after the first song. Eighty people arrived during the middle part of the concert while the rest did not go. How many of those who bought the tickets did not go?,"900 x 3/4 = <<900*3/4=675>>675 people came before the start of the concert.
900 - 675 = <<900-675=225>>225 people did not come before the start of the concert.
225 x 5/9 = <<225*5/9=125>>125 people came few minutes after the first song.
So, 125 + 80 = <<125+80=205>>205 people came to the concert that was not able to be at the start of the concert.
Therefore, 225 - 205 = <<225-205=20>>20 people did not go to the concert.
#### 20",20,"900 x 3/4 = <<900*3/4=675>>675 people came before the start of the concert.
900 - 675 = <<900-675=225>>225 people did not come before the start of the concert.
225 x 5/9 = <<225*5/9=125>>125 people came few minutes after the first song.
So, 125 + 80 = <<125+80=205>>205 people came to the concert that was not able to be at the start of the concert.
Therefore, 225 - 205 = <<225-205=20>>20 people did not go to the concert.
"
3240,Brittany uses 1/4 ounce of shampoo to wash her hair every other day. She buys shampoo in 14-ounce bottles. How many bottles does she need to get her through a leap year?,"A leap year is one day shorter than a regular year, so it is 365 – 1 = <<365-1=364>>364 days.
Brittany washes her hair every other day, so she will wash it 364 / 2 = <<364/2=182>>182 times in a leap year.
A bottle of shampoo lasts her 14 / 1 / 4 = 14 * 4 = 56 washes.
If she buys 3 bottles, she will only have enough for 56 * 3 = <<3*56=168>>168 washes.
If she buys 4 bottles, she will have enough for 56 * 4 = <<4*56=224>>224 washes.
Since 168 < 182 and 224 > 182, Brittany needs 4 bottles of shampoo to get her through a leap year.
#### 4",4,"A leap year is one day shorter than a regular year, so it is 365 – 1 = <<365-1=364>>364 days.
Brittany washes her hair every other day, so she will wash it 364 / 2 = <<364/2=182>>182 times in a leap year.
A bottle of shampoo lasts her 14 / 1 / 4 = 14 * 4 = 56 washes.
If she buys 3 bottles, she will only have enough for 56 * 3 = <<3*56=168>>168 washes.
If she buys 4 bottles, she will have enough for 56 * 4 = <<4*56=224>>224 washes.
Since 168 < 182 and 224 > 182, Brittany needs 4 bottles of shampoo to get her through a leap year.
"
3241,"In a 50-question test with two marks for each question, Meghan learned that she scored 20 marks less than her friend Jose, who scored 40 more marks than their friend Alisson. Calculate the total score for the three in the test combined if Jose got 5 questions wrong?","If you answer every question correctly in the test, the total possible marks are 50*2= <<50*2=100>>100 marks.
If Jose got five questions wrong, he lost 5*2 = <<5*2=10>>10 marks because each question has two marks.
Therefore, Jose scored 100-10 = <<100-10=90>>90 marks on the test.
Meghan scored 20 marks less than that which Jose got, a total of 90-20 = <<90-20=70>>70 marks.
The total marks that Jose and Meghan scored in the test are 70+90 = <<70+90=160>>160
Alisson scored 90-40 = <<90-40=50>>50 marks in the examination, 40 marks less than that which Jose scored on the test.
The total number of marks that the three scored in the test is 160+50 = <<160+50=210>>210
#### 210",210,"If you answer every question correctly in the test, the total possible marks are 50*2= <<50*2=100>>100 marks.
If Jose got five questions wrong, he lost 5*2 = <<5*2=10>>10 marks because each question has two marks.
Therefore, Jose scored 100-10 = <<100-10=90>>90 marks on the test.
Meghan scored 20 marks less than that which Jose got, a total of 90-20 = <<90-20=70>>70 marks.
The total marks that Jose and Meghan scored in the test are 70+90 = <<70+90=160>>160
Alisson scored 90-40 = <<90-40=50>>50 marks in the examination, 40 marks less than that which Jose scored on the test.
The total number of marks that the three scored in the test is 160+50 = <<160+50=210>>210
"
3242,"A museum has eight different wings displaying four times as many artifacts as paintings displayed. Three of the wings are dedicated to paintings. The artifacts are divided evenly among the remaining wings. One painting is so large it takes up an entire wing, and the other two wings house 12 smaller paintings each. How many artifacts are in each artifact wing?","The museum has 2 * 12 + 1 = <<2*12+1=25>>25 paintings displayed in the painting wings.
There are 4 times as many artifacts displayed, so there are 25 * 4 = <<25*4=100>>100 artifacts.
There are 8 wings and 3 are painting wings, so there are 8 - 3 = <<8-3=5>>5 artifact wings.
Each artifact wing has 100 / 5 = <<100/5=20>>20 artifacts in it.
#### 20",20,"The museum has 2 * 12 + 1 = <<2*12+1=25>>25 paintings displayed in the painting wings.
There are 4 times as many artifacts displayed, so there are 25 * 4 = <<25*4=100>>100 artifacts.
There are 8 wings and 3 are painting wings, so there are 8 - 3 = <<8-3=5>>5 artifact wings.
Each artifact wing has 100 / 5 = <<100/5=20>>20 artifacts in it.
"
